Municipios;Edad (grupos quinquenales);Sexo;Periodo;Total
28157 Valdelaguna;Todas las edades;Total;1 de enero de 2022;1.016
21071 Valdelarco;Todas las edades;Total;1 de enero de 2022;239
19303 Valdelcubo;Todas las edades;Total;1 de enero de 2022;38
44244 Valdelinares;Todas las edades;Total;1 de enero de 2022;78
37335 Valdelosa;Todas las edades;Total;1 de enero de 2022;404
44245 Valdeltormo;Todas las edades;Total;1 de enero de 2022;301
24177 Valdelugueros;Todas las edades;Total;1 de enero de 2022;501
26161 Valdemadera;Todas las edades;Total;1 de enero de 2022;13
42194 Valdemaluque;Todas las edades;Total;1 de enero de 2022;148
28158 Valdemanco;Todas las edades;Total;1 de enero de 2022;1.033
13086 Valdemanco del Esteras;Todas las edades;Total;1 de enero de 2022;164
28159 Valdemaqueda;Todas las edades;Total;1 de enero de 2022;798
16224 Valdemeca;Todas las edades;Total;1 de enero de 2022;74
37336 Valdemierque;Todas las edades;Total;1 de enero de 2022;60
24178 Valdemora;Todas las edades;Total;1 de enero de 2022;64
10201 Valdemorales;Todas las edades;Total;1 de enero de 2022;210
28160 Valdemorillo;Todas las edades;Total;1 de enero de 2022;13.453
16225 Valdemorillo de la Sierra;Todas las edades;Total;1 de enero de 2022;54
28161 Valdemoro;Todas las edades;Total;1 de enero de 2022;79.100
16227 Valdemoro-Sierra;Todas las edades;Total;1 de enero de 2022;104
42195 Valdenebro;Todas las edades;Total;1 de enero de 2022;90
47181 Valdenebro de los Valles;Todas las edades;Total;1 de enero de 2022;193
19304 Valdenuño Fernández;Todas las edades;Total;1 de enero de 2022;308
10202 Valdeobispo;Todas las edades;Total;1 de enero de 2022;651
39092 Valdeolea;Todas las edades;Total;1 de enero de 2022;905
16228 Valdeolivas;Todas las edades;Total;1 de enero de 2022;218
34189 Valdeolmillos;Todas las edades;Total;1 de enero de 2022;55
28162 Valdeolmos-Alalpardo;Todas las edades;Total;1 de enero de 2022;4.396
13087 Valdepeñas;Todas las edades;Total;1 de enero de 2022;30.071
23093 Valdepeñas de Jaén;Todas las edades;Total;1 de enero de 2022;3.597
19305 Valdepeñas de la Sierra;Todas las edades;Total;1 de enero de 2022;147
24179 Valdepiélago;Todas las edades;Total;1 de enero de 2022;293
28163 Valdepiélagos;Todas las edades;Total;1 de enero de 2022;621
24180 Valdepolo;Todas las edades;Total;1 de enero de 2022;1.190
42196 Valdeprado;Todas las edades;Total;1 de enero de 2022;9
39093 Valdeprado del Río;Todas las edades;Total;1 de enero de 2022;322
40211 Valdeprados;Todas las edades;Total;1 de enero de 2022;64
24181 Valderas;Todas las edades;Total;1 de enero de 2022;1.566
34190 Valderrábano;Todas las edades;Total;1 de enero de 2022;47
19306 Valderrebollo;Todas las edades;Total;1 de enero de 2022;23
39094 Valderredible;Todas las edades;Total;1 de enero de 2022;945
24182 Valderrey;Todas las edades;Total;1 de enero de 2022;422
44246 Valderrobres;Todas las edades;Total;1 de enero de 2022;2.498
42197 Valderrodilla;Todas las edades;Total;1 de enero de 2022;65
37337 Valderrodrigo;Todas las edades;Total;1 de enero de 2022;134
18914 Valderrubio;Todas las edades;Total;1 de enero de 2022;2.045
24183 Valderrueda;Todas las edades;Total;1 de enero de 2022;820
33034 Valdés;Todas las edades;Total;1 de enero de 2022;11.099
24184 Valdesamario;Todas las edades;Total;1 de enero de 2022;186
49229 Valdescorriel;Todas las edades;Total;1 de enero de 2022;130
19307 Valdesotos;Todas las edades;Total;1 de enero de 2022;27
47182 Valdestillas;Todas las edades;Total;1 de enero de 2022;1.599
06138 Valdetorres;Todas las edades;Total;1 de enero de 2022;1.161
28164 Valdetorres de Jarama;Todas las edades;Total;1 de enero de 2022;4.830
16902 Valdetórtola;Todas las edades;Total;1 de enero de 2022;127
34192 Valde-Ucieza;Todas las edades;Total;1 de enero de 2022;84
40212 Valdevacas de Montejo;Todas las edades;Total;1 de enero de 2022;31
40213 Valdevacas y Guijar;Todas las edades;Total;1 de enero de 2022;93
45179 Valdeverdeja;Todas las edades;Total;1 de enero de 2022;550
24187 Valdevimbre;Todas las edades;Total;1 de enero de 2022;928
09405 Valdezate;Todas las edades;Total;1 de enero de 2022;122
28165 Valdilecha;Todas las edades;Total;1 de enero de 2022;3.104
09406 Valdorros;Todas las edades;Total;1 de enero de 2022;333
15087 Valdoviño;Todas las edades;Total;1 de enero de 2022;6.924
37338 Valdunciel;Todas las edades;Total;1 de enero de 2022;110
47183 Valdunquillo;Todas las edades;Total;1 de enero de 2022;130
46250 València;Todas las edades;Total;1 de enero de 2022;792.492
10203 Valencia de Alcántara;Todas las edades;Total;1 de enero de 2022;5.272
24188 Valencia de Don Juan;Todas las edades;Total;1 de enero de 2022;5.176
06139 Valencia de las Torres;Todas las edades;Total;1 de enero de 2022;512
06140 Valencia del Mombuey;Todas las edades;Total;1 de enero de 2022;718
06141 Valencia del Ventoso;Todas las edades;Total;1 de enero de 2022;1.921
41096 Valencina de la Concepción;Todas las edades;Total;1 de enero de 2022;7.988
14063 Valenzuela;Todas las edades;Total;1 de enero de 2022;1.079
13088 Valenzuela de Calatrava;Todas las edades;Total;1 de enero de 2022;661
16903 Valeras, Las;Todas las edades;Total;1 de enero de 2022;1.499
37339 Valero;Todas las edades;Total;1 de enero de 2022;297
22242 Valfarta;Todas las edades;Total;1 de enero de 2022;58
19308 Valfermoso de Tajuña;Todas las edades;Total;1 de enero de 2022;74
36056 Valga;Todas las edades;Total;1 de enero de 2022;5.752
26162 Valgañón;Todas las edades;Total;1 de enero de 2022;141
19309 Valhermoso;Todas las edades;Total;1 de enero de 2022;26
16231 Valhermoso de la Fuente;Todas las edades;Total;1 de enero de 2022;42
44247 Valjunquera;Todas las edades;Total;1 de enero de 2022;337
12124 Vall d'Alba;Todas las edades;Total;1 de enero de 2022;2.959
03134 Vall d'Alcalà, la;Todas las edades;Total;1 de enero de 2022;164
12125 Vall de Almonacid;Todas las edades;Total;1 de enero de 2022;287
17208 Vall de Bianya, La;Todas las edades;Total;1 de enero de 2022;1.345
25043 Vall de Boí, La;Todas las edades;Total;1 de enero de 2022;1.090
25901 Vall de Cardós;Todas las edades;Total;1 de enero de 2022;386
03136 Vall de Gallinera, la;Todas las edades;Total;1 de enero de 2022;579
03137 Vall de Laguar, la;Todas las edades;Total;1 de enero de 2022;890
03135 Vall d'Ebo, la;Todas las edades;Total;1 de enero de 2022;219
17207 Vall d'en Bas, La;Todas las edades;Total;1 de enero de 2022;3.143
12126 Vall d'Uixó, la;Todas las edades;Total;1 de enero de 2022;31.388
46251 Vallada;Todas las edades;Total;1 de enero de 2022;3.065
47186 Valladolid;Todas las edades;Total;1 de enero de 2022;295.639
46252 Vallanca;Todas las edades;Total;1 de enero de 2022;128
09408 Vallarta de Bureba;Todas las edades;Total;1 de enero de 2022;43
12123 Vallat;Todas las edades;Total;1 de enero de 2022;54
08292 Vallbona d'Anoia;Todas las edades;Total;1 de enero de 2022;1.387
25238 Vallbona de les Monges;Todas las edades;Total;1 de enero de 2022;227
08293 Vallcebre;Todas las edades;Total;1 de enero de 2022;268
43158 Vallclara;Todas las edades;Total;1 de enero de 2022;88
07063 Valldemossa;Todas las edades;Total;1 de enero de 2022;2.085
29093 Valle de Abdalajís;Todas las edades;Total;1 de enero de 2022;2.473
16173 Valle de Altomira, El;Todas las edades;Total;1 de enero de 2022;206
22243 Valle de Bardají;Todas las edades;Total;1 de enero de 2022;58
34196 Valle de Cerrato;Todas las edades;Total;1 de enero de 2022;89
31086 Valle de Egüés/Eguesibar;Todas las edades;Total;1 de enero de 2022;21.795
22901 Valle de Hecho;Todas las edades;Total;1 de enero de 2022;810
06146 Valle de la Serena;Todas las edades;Total;1 de enero de 2022;1.127
09904 Valle de las Navas;Todas las edades;Total;1 de enero de 2022;536
22244 Valle de Lierp;Todas las edades;Total;1 de enero de 2022;53
09908 Valle de Losa;Todas las edades;Total;1 de enero de 2022;497
09409 Valle de Manzanedo;Todas las edades;Total;1 de enero de 2022;132
06147 Valle de Matamoros;Todas las edades;Total;1 de enero de 2022;344
09410 Valle de Mena;Todas las edades;Total;1 de enero de 2022;4.030
09411 Valle de Oca;Todas las edades;Total;1 de enero de 2022;165
31194 Valle de Ollo/Ollaran;Todas las edades;Total;1 de enero de 2022;425
06148 Valle de Santa Ana;Todas las edades;Total;1 de enero de 2022;1.132
09902 Valle de Santibáñez;Todas las edades;Total;1 de enero de 2022;476
09905 Valle de Sedano;Todas las edades;Total;1 de enero de 2022;417
40218 Valle de Tabladillo;Todas las edades;Total;1 de enero de 2022;76
09412 Valle de Tobalina;Todas las edades;Total;1 de enero de 2022;896
48080 Valle de Trápaga-Trapagaran;Todas las edades;Total;1 de enero de 2022;11.918
09413 Valle de Valdebezana;Todas las edades;Total;1 de enero de 2022;459
09414 Valle de Valdelaguna;Todas las edades;Total;1 de enero de 2022;196
09415 Valle de Valdelucio;Todas las edades;Total;1 de enero de 2022;333
39101 Valle de Villaverde;Todas las edades;Total;1 de enero de 2022;266
31260 Valle de Yerri/Deierri;Todas las edades;Total;1 de enero de 2022;1.568
09416 Valle de Zamanzas;Todas las edades;Total;1 de enero de 2022;46
34902 Valle del Retortillo;Todas las edades;Total;1 de enero de 2022;178
18907 Valle del Zalabí;Todas las edades;Total;1 de enero de 2022;2.087
18902 Valle, El;Todas las edades;Total;1 de enero de 2022;917
38049 Valle Gran Rey;Todas las edades;Total;1 de enero de 2022;4.674
24191 Vallecillo;Todas las edades;Total;1 de enero de 2022;114
44249 Vallecillo, El;Todas las edades;Total;1 de enero de 2022;41
38050 Vallehermoso;Todas las edades;Total;1 de enero de 2022;2.873
09417 Vallejera;Todas las edades;Total;1 de enero de 2022;39
37343 Vallejera de Riofrío;Todas las edades;Total;1 de enero de 2022;69
40219 Vallelado;Todas las edades;Total;1 de enero de 2022;721
40220 Valleruela de Pedraza;Todas las edades;Total;1 de enero de 2022;79
40221 Valleruela de Sepúlveda;Todas las edades;Total;1 de enero de 2022;53
46253 Vallés;Todas las edades;Total;1 de enero de 2022;151
09418 Valles de Palenzuela;Todas las edades;Total;1 de enero de 2022;81
49230 Vallesa de la Guareña;Todas las edades;Total;1 de enero de 2022;69
35032 Valleseco;Todas las edades;Total;1 de enero de 2022;3.750
25240 Vallfogona de Balaguer;Todas las edades;Total;1 de enero de 2022;1.935
17170 Vallfogona de Ripollès;Todas las edades;Total;1 de enero de 2022;222
43159 Vallfogona de Riucorb;Todas las edades;Total;1 de enero de 2022;89
08294 Vallgorguina;Todas las edades;Total;1 de enero de 2022;3.144
12127 Vallibona;Todas las edades;Total;1 de enero de 2022;61
08295 Vallirana;Todas las edades;Total;1 de enero de 2022;15.658
17209 Vall-llobrega;Todas las edades;Total;1 de enero de 2022;926
43160 Vallmoll;Todas las edades;Total;1 de enero de 2022;1.882
08296 Vallromanes;Todas las edades;Total;1 de enero de 2022;2.632
43161 Valls;Todas las edades;Total;1 de enero de 2022;24.727
25906 Valls d'Aguilar, Les;Todas las edades;Total;1 de enero de 2022;274
25239 Valls de Valira, Les;Todas las edades;Total;1 de enero de 2022;794
09419 Valluércanes;Todas las edades;Total;1 de enero de 2022;67
50275 Valmadrid;Todas las edades;Total;1 de enero de 2022;110
09407 Valmala;Todas las edades;Total;1 de enero de 2022;27
45180 Valmojado;Todas las edades;Total;1 de enero de 2022;4.503
18183 Válor;Todas las edades;Total;1 de enero de 2022;678
47184 Valoria la Buena;Todas las edades;Total;1 de enero de 2022;683
50276 Valpalmas;Todas las edades;Total;1 de enero de 2022;134
37340 Valsalabroso;Todas las edades;Total;1 de enero de 2022;125
16234 Valsalobre;Todas las edades;Total;1 de enero de 2022;21
40214 Valseca;Todas las edades;Total;1 de enero de 2022;223
14064 Valsequillo;Todas las edades;Total;1 de enero de 2022;347
35031 Valsequillo de Gran Canaria;Todas las edades;Total;1 de enero de 2022;9.490
19310 Valtablado del Río;Todas las edades;Total;1 de enero de 2022;8
42198 Valtajeros;Todas las edades;Total;1 de enero de 2022;22
40215 Valtiendas;Todas las edades;Total;1 de enero de 2022;82
31249 Valtierra;Todas las edades;Total;1 de enero de 2022;2.439
50277 Valtorres;Todas las edades;Total;1 de enero de 2022;64
38048 Valverde;Todas las edades;Total;1 de enero de 2022;5.123
28166 Valverde de Alcalá;Todas las edades;Total;1 de enero de 2022;532
06142 Valverde de Burguillos;Todas las edades;Total;1 de enero de 2022;273
47185 Valverde de Campos;Todas las edades;Total;1 de enero de 2022;81
16236 Valverde de Júcar;Todas las edades;Total;1 de enero de 2022;1.091
10204 Valverde de la Vera;Todas las edades;Total;1 de enero de 2022;445
24189 Valverde de la Virgen;Todas las edades;Total;1 de enero de 2022;7.559
06143 Valverde de Leganés;Todas las edades;Total;1 de enero de 2022;4.172
06144 Valverde de Llerena;Todas las edades;Total;1 de enero de 2022;562
19311 Valverde de los Arroyos;Todas las edades;Total;1 de enero de 2022;88
06145 Valverde de Mérida;Todas las edades;Total;1 de enero de 2022;1.023
37341 Valverde de Valdelacasa;Todas las edades;Total;1 de enero de 2022;61
21072 Valverde del Camino;Todas las edades;Total;1 de enero de 2022;12.721
10205 Valverde del Fresno;Todas las edades;Total;1 de enero de 2022;2.162
40216 Valverde del Majano;Todas las edades;Total;1 de enero de 2022;1.107
24190 Valverde-Enrique;Todas las edades;Total;1 de enero de 2022;152
16237 Valverdejo;Todas las edades;Total;1 de enero de 2022;94
37342 Valverdón;Todas las edades;Total;1 de enero de 2022;278
43162 Vandellòs i l'Hospitalet de l'Infant;Todas las edades;Total;1 de enero de 2022;6.750
25909 Vansa i Fórnols, La;Todas las edades;Total;1 de enero de 2022;166
16238 Vara de Rey;Todas las edades;Total;1 de enero de 2022;460
08297 Veciana;Todas las edades;Total;1 de enero de 2022;182
24193 Vecilla, La;Todas las edades;Total;1 de enero de 2022;411
37344 Vecinos;Todas las edades;Total;1 de enero de 2022;237
15089 Vedra;Todas las edades;Total;1 de enero de 2022;5.005
24196 Vega de Espinareda;Todas las edades;Total;1 de enero de 2022;2.018
24197 Vega de Infanzones;Todas las edades;Total;1 de enero de 2022;835
39096 Vega de Liébana;Todas las edades;Total;1 de enero de 2022;713
39097 Vega de Pas;Todas las edades;Total;1 de enero de 2022;730
47187 Vega de Ruiponce;Todas las edades;Total;1 de enero de 2022;86
35033 Vega de San Mateo;Todas las edades;Total;1 de enero de 2022;7.682
05253 Vega de Santa María;Todas las edades;Total;1 de enero de 2022;76
49231 Vega de Tera;Todas las edades;Total;1 de enero de 2022;311
37345 Vega de Tirados;Todas las edades;Total;1 de enero de 2022;160
24198 Vega de Valcarce;Todas las edades;Total;1 de enero de 2022;579
47188 Vega de Valdetronco;Todas las edades;Total;1 de enero de 2022;92
49232 Vega de Villalobos;Todas las edades;Total;1 de enero de 2022;85
16239 Vega del Codorno;Todas las edades;Total;1 de enero de 2022;132
24194 Vegacervera;Todas las edades;Total;1 de enero de 2022;266
33074 Vegadeo;Todas las edades;Total;1 de enero de 2022;3.895
49233 Vegalatrave;Todas las edades;Total;1 de enero de 2022;81
40222 Veganzones;Todas las edades;Total;1 de enero de 2022;212
24199 Vegaquemada;Todas las edades;Total;1 de enero de 2022;428
40223 Vegas de Matute;Todas las edades;Total;1 de enero de 2022;325
24201 Vegas del Condado;Todas las edades;Total;1 de enero de 2022;1.154
18911 Vegas del Genil;Todas las edades;Total;1 de enero de 2022;11.874
10902 Vegaviana;Todas las edades;Total;1 de enero de 2022;849
44250 Veguillas de la Sierra;Todas las edades;Total;1 de enero de 2022;21
37346 Veguillas, Las;Todas las edades;Total;1 de enero de 2022;278
32083 Veiga, A;Todas las edades;Total;1 de enero de 2022;901
11039 Vejer de la Frontera;Todas las edades;Total;1 de enero de 2022;12.656
45181 Velada;Todas las edades;Total;1 de enero de 2022;2.865
42200 Velamazán;Todas las edades;Total;1 de enero de 2022;66
47189 Velascálvaro;Todas las edades;Total;1 de enero de 2022;163
05254 Velayos;Todas las edades;Total;1 de enero de 2022;214
04097 Velefique;Todas las edades;Total;1 de enero de 2022;248
18184 Vélez de Benaudalla;Todas las edades;Total;1 de enero de 2022;2.960
04098 Vélez-Blanco;Todas las edades;Total;1 de enero de 2022;1.925
29094 Vélez-Málaga;Todas las edades;Total;1 de enero de 2022;83.899
04099 Vélez-Rubio;Todas las edades;Total;1 de enero de 2022;6.528
47190 Velilla;Todas las edades;Total;1 de enero de 2022;114
22245 Velilla de Cinca;Todas las edades;Total;1 de enero de 2022;476
50278 Velilla de Ebro;Todas las edades;Total;1 de enero de 2022;200
50279 Velilla de Jiloca;Todas las edades;Total;1 de enero de 2022;71
42201 Velilla de la Sierra;Todas las edades;Total;1 de enero de 2022;28
42202 Velilla de los Ajos;Todas las edades;Total;1 de enero de 2022;18
28167 Velilla de San Antonio;Todas las edades;Total;1 de enero de 2022;12.770
34199 Velilla del Río Carrión;Todas las edades;Total;1 de enero de 2022;1.173
37347 Vellés, La;Todas las edades;Total;1 de enero de 2022;505
16240 Vellisca;Todas las edades;Total;1 de enero de 2022;114
47191 Velliza;Todas las edades;Total;1 de enero de 2022;119
28168 Vellón, El;Todas las edades;Total;1 de enero de 2022;2.124
22909 Vencillón;Todas las edades;Total;1 de enero de 2022;415
43163 Vendrell, El;Todas las edades;Total;1 de enero de 2022;39.072
